Technology,Zone,EC_Category,New_Build,soc_t1h1,soc_t1h2,soc_t1h3,soc_t1h4,soc_t1h5,soc_t1h6,soc_t1h7,soc_t1h8,soc_t1h9,soc_t1h10,soc_t1h11,soc_t1h12,soc_t1h13,soc_t1h14,soc_t1h15,soc_t1h16,soc_t1h17,soc_t1h18,soc_t1h19,soc_t1h20,soc_t1h21,soc_t1h22,soc_t1h23,soc_t1h24,soc_t2h1,soc_t2h2,soc_t2h3,soc_t2h4,soc_t2h5,soc_t2h6,soc_t2h7,soc_t2h8,soc_t2h9,soc_t2h10,soc_t2h11,soc_t2h12,soc_t2h13,soc_t2h14,soc_t2h15,soc_t2h16,soc_t2h17,soc_t2h18,soc_t2h19,soc_t2h20,soc_t2h21,soc_t2h22,soc_t2h23,soc_t2h24,soc_t3h1,soc_t3h2,soc_t3h3,soc_t3h4,soc_t3h5,soc_t3h6,soc_t3h7,soc_t3h8,soc_t3h9,soc_t3h10,soc_t3h11,soc_t3h12,soc_t3h13,soc_t3h14,soc_t3h15,soc_t3h16,soc_t3h17,soc_t3h18,soc_t3h19,soc_t3h20,soc_t3h21,soc_t3h22,soc_t3h23,soc_t3h24,soc_t4h1,soc_t4h2,soc_t4h3,soc_t4h4,soc_t4h5,soc_t4h6,soc_t4h7,soc_t4h8,soc_t4h9,soc_t4h10,soc_t4h11,soc_t4h12,soc_t4h13,soc_t4h14,soc_t4h15,soc_t4h16,soc_t4h17,soc_t4h18,soc_t4h19,soc_t4h20,soc_t4h21,soc_t4h22,soc_t4h23,soc_t4h24
HPS,DOM_VA,Existing,0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23924.452105313667,24353.752105313666,24353.752105313666,24353.752105313666,24353.752105313666,24345.30046732525,24345.30046732525,24345.30046732525,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0
HPS,DOM_VA,Existing,0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,23850.0,24128.131328984175,24128.131328984175,24128.131328984175,24557.431328984174,24557.431328984174,24557.431328984174,24557.431328984174,24557.431328984174,24557.431328984174,24557.431328984174,24557.431328984174,24557.431328984174,24557.431328984174,24557.431328984174,24557.431328984174,24557.431328984174,24027.431328984174,23499.738440931444,23038.564977317077,23038.564977317077,23420.7,23850.0,23850.0,23850.0,23906.24406028374,23931.01757409349,23931.01757409349,23931.01757409349,23931.01757409349,23734.748492403316,23734.748492403316,23734.748492403316,23734.748492403316,23734.748492403316,23734.748492403316,23734.748492403316,23734.748492403316,23734.748492403316,23734.748492403316,23734.748492403316,23734.748492403316,23734.748492403316,23734.748492403316,23734.748492403316,23734.748492403316,23850.0,23850.0
BES,DOM_NC,Existing,0,50.0,49.0,49.0,49.0,48.0,48.0,47.0,47.0,47.85,48.7,49.550000000000004,50.400000000000006,51.25000000000001,52.10000000000001,52.95000000000001,52.95000000000001,52.0,52.0,52.0,52.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,51.15,50.15,49.15,49.15,50.0,50.0,50.0,50.0,50.85,51.23956608635971,51.23956608635971,51.23956608635971,51.23956608635971,51.23956608635971,51.23956608635971,51.23956608635971,51.23956608635971,51.23956608635971,51.23956608635971,51.23956608635971,51.23956608635971,51.23956608635971,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.0
HPS,JC_NJ,Existing,0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0
HPS,JC_NJ,Existing,0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0
HPS,JC_NJ,Existing,0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0,7550.0
HPS,PN_PA,Existing,0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0
HPS,PN_PA,Existing,0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0
BES,AP_PA,Existing,0,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4
BES,CE_SD,Existing,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
BES,CE_IL,Existing,0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,37.0,37.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
BES,AEP_WV,Existing,0,16.0,29.6,29.6,32.0,32.0,32.0,32.0,32.0,16.0,16.0,16.0,16.0,0.0,4.799999999999999,18.4,18.4,32.0,32.0,32.0,16.0,16.0,0.0,13.6,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,29.6,29.6,32.0,32.0,32.0,32.0,16.0,16.0,16.0,0.0,4.799999999999999,18.4,32.0,32.0,32.0,16.0,0.0,0.0,13.6,13.6,16.0,16.0,29.6,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,13.6,16.0
BES,ATSI_OH,Existing,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
BES,AEP_OH,Existing,0,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
BES,DPL_MD,Existing,0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
BES,CE_IL,Existing,0,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,56.43000000000001,73.26,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6
BES,DEOK_OH,Existing,0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
BES,AEP_OH,Existing,0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
BES,AEP_WV,Existing,0,63.0,89.775,116.55000000000001,126.0,126.0,126.0,94.5,94.5,63.0,63.0,31.5,0.0,0.0,26.775,53.55,80.32499999999999,107.1,126.0,103.95,72.45,40.95,9.450000000000003,36.225,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,89.775,99.225,99.225,126.0,126.0,126.0,94.5,63.0,63.0,31.5,31.5,0.0,26.775,53.55,80.32499999999999,63.0,31.5,0.0,0.0,26.775,36.225,36.225,63.0,63.0,89.775,116.55000000000001,126.0,126.0,126.0,126.0,94.5,94.5,94.5,94.5,94.5,63.0,63.0,63.0,63.0,63.0,63.0,63.0,31.5,0.0,9.450000000000003,36.225,63.0
BES,CE_IL,Existing,0,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,56.43000000000001,73.26,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6
BES,DEOK_OH,Existing,0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
BES,JC_NJ,Existing,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
BES,PE_PA,Existing,0,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4
BES,JC_NJ,Existing,0,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6
BES,AE_NJ,Existing,0,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6
BES,PS_NJ,Existing,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
BES,PS_NJ,Existing,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
